"HospitalName" "Address" "District" "Phone" "Update_DtTm" "Normal_Bed_Total" "Normal_Bed_Vacant" "O2_Bed_Total" "O2_Bed_Vacant" "ICU_Bed_Total" "ICU_Bed_Vacant" "All_Bed_Total" "All_Bed_Vacant" "importDate"
"CHC - COIMBATORE CHILD TRUST HOSPITAL" "" "Coimbatore" "7708682666" "Last Updated on: 26/05/2021 05:58 PM" 16 8 7 1 2 0 25 9 "2021-05-26"
"CCC - CSR Hospital" "" "Coimbatore" "8870351024" "Last Updated on: 08/05/2021 11:29 AM" 26 0 14 0 1 0 41 0 "2021-05-26"
"CHO - CSR NURSING HOME RAMANATHAPURAM BRANCH" "Ramasamy Nagar, Trichy Road, (Presently as Vasuma Clinic), Ramanathapuram, Coimbatore - 641045,RAMANATHAPURAM,Coimbatore North" "Coimbatore" "96263645928220104777" "Last Updated on: 26/05/2021 06:06 PM" 0 0 10 0 4 0 14 0 "2021-05-26"
"CHC - CSR Nursing Home, Coimbatore TN." "272, 7th Street Extension, Gandhipuram, Coimbatore - 641012 Phone : 2524762, 2527606,gandhipuram,Coimbatore North" "Coimbatore" "96263645928220104777" "Last Updated on: 26/05/2021 06:05 PM" 26 0 14 0 1 0 41 0 "2021-05-26"
"ICCC - Chandrapuram" "" "Coimbatore" "9999" "Last Updated on: 26/05/2021 06:40 PM" 20 12 0 0 0 0 20 12 "2021-05-26"
"CCC - Codissia CCC" "deputy director of medical services  race course ,coimbatore,coimbatore,Coimbatore North" "Coimbatore" "8248921426" "Last Updated on: 26/05/2021 03:12 PM" 881 268 0 0 0 0 881 268 "2021-05-26"
"CHC - Coimbatore Diabetes Foundation Hospital Pvt Ltd" "Coimbatore Diabetes Foundation Resort Hospital, 357/2A,,S J Gardens, IOB Colony, Bharathiyar University P.O,Maruthamalai Road,Coimbatore North" "Coimbatore" "962918770593626227239361022731" "Last Updated on: 26/05/2021 06:50 PM" 15 5 15 0 0 0 30 5 "2021-05-26"
"CHO - Coimbatore Medical College Hospital" "-,Kandasamy Street,Coimbatore" "Coimbatore" "9940110231" "Last Updated on: 26/05/2021 06:40 PM" 382 188 678 0 213 0 1273 188 "2021-05-26"
"CHC - Dr.Muthus Hospital, Saravanampatti,Coimbatore TN." "Saravanampatti, Coimbatore,Coimbatore,Saravanampatti" "Coimbatore" "9940057060" "Last Updated on: 26/05/2021 08:33 AM" 20 6 80 4 40 5 140 15 "2021-05-26"
"CHC - Dr.Sengaliappan Nursing Home, Saibabacolony," "" "Coimbatore" "9999" "Last Updated on: 26/05/2021 04:26 PM" 0 0 38 0 0 0 38 0 "2021-05-26"
"CHC - FATHIMA HOSPITALS" "153/A, PODANUR MAIN ROAD, COIMBATORE.,PODANUR,MADUKARAI" "Coimbatore" "8870021112 (9.00AM TO 9.00PM)" "Last Updated on: 26/05/2021 07:06 PM" 10 0 5 0 0 0 15 0 "2021-05-26"
"CHC - FIMS HOSPITAL INCLUDING NACHAS HOTEL" "193/145,POLLACHI MAIN ROAD,SUNDARAPURAM,Coimbatore South" "Coimbatore" "9787701299" "Last Updated on: 26/05/2021 05:10 PM" 45 5 65 0 15 0 125 5 "2021-05-26"
"CHO - G.S.CHILD CARE CENTRE" "" "Coimbatore" "9994333335" "Last Updated on: 26/05/2021 12:27 AM" 10 2 20 0 0 0 30 2 "2021-05-26"
"CHO - G.kuppuswamy Naidu memorial hospital" "POST BOX 6327,NETHAJI ROAD ,  PAPPANAICKENPALAYAM ,8220037466,Pappanaickenpalayam,Coimbatore South" "Coimbatore" "8220037466" "Last Updated on: 26/05/2021 07:59 PM" 108 0 140 0 13 0 261 0 "2021-05-26"
"CHO - GANGA HOSPITAL" "313, mettupalayam rd,Coimbatore,Coimbatore North" "Coimbatore" "+91 7358471777 (8:00AM to 5 PM)" "Last Updated on: 26/05/2021 05:24 PM" 112 0 58 0 10 0 180 0 "2021-05-26"
"CHC - GH Annur" "COVAI ROAD,ANNUR,Coimbatore North" "Coimbatore" "98422262479994980904" "Last Updated on: 26/05/2021 09:52 AM" 22 22 0 0 0 0 22 22 "2021-05-26"
"CHC - GH Kinathukadavu" "THERODUM STREET ,KINATHUKADAVU,Kinathukadavu" "Coimbatore" "04259242446" "Last Updated on: 26/05/2021 04:54 PM" 5 5 0 0 0 0 5 5 "2021-05-26"
"CHC - GH Kolarpatti" "gh kolarpatti,04259280527,kolarpatti,Pollachi" "Coimbatore" "04259280527 (8a.m to  5  p.m)" "Last Updated on: 26/05/2021 04:29 PM" 12 12 0 0 0 0 12 12 "2021-05-26"
"CHC - GH Kottur" "" "Coimbatore" "7010437581" "Last Updated on: 25/05/2021 10:08 AM" 15 15 0 0 0 0 15 15 "2021-05-26"
"CHC - GH Madukkarai" "" "Coimbatore" "9003888788" "Last Updated on: 26/05/2021 07:19 PM" 27 0 3 0 0 0 30 0 "2021-05-26"
"CHC - GH Perinaicken Palayam" "" "Coimbatore" "0422  - 2694949" "Last Updated on: 26/05/2021 09:22 AM" 10 10 0 0 0 0 10 10 "2021-05-26"
"CHC - GH Sulur" "TRICHY ROAD,TRICHY ROAD,SULUR,Sulur" "Coimbatore" "9443822812984223642" "Last Updated on: 26/05/2021 04:58 PM" 12 12 0 0 0 0 12 12 "2021-05-26"
"CHC - GH Thondamuthur" "GH Thondamuthur,PERUR" "Coimbatore" "9944484443" "Last Updated on: 26/05/2021 08:03 PM" 9 2 1 0 0 0 10 2 "2021-05-26"
"CHC - GH Valparai" "KAKKAN COLONY,VALPARAI,Coimbatore South" "Coimbatore" "04253222533" "Last Updated on: 26/05/2021 09:13 AM" 12 9 2 0 1 1 15 10 "2021-05-26"
"CHC - Gem Hospital And Research Center,Coimbatore TN." "45 ,Pankaja Mills road , Sowripalayam Pirivu,Ramanathapuram,Coimbatore South" "Coimbatore" "9003932323" "Last Updated on: 26/05/2021 06:16 PM" 30 0 40 0 5 0 75 0 "2021-05-26"
"CHO - Govt ESI Medical College and Hospital" "Singanallur  Road, Coimbatore,Sulur" "Coimbatore" "04222598882" "Last Updated on: 26/05/2021 04:35 PM" 411 50 405 0 26 0 842 50 "2021-05-26"
"CCC - HOTEL ESS GRANDE (SPT HOSPITAL)" "" "Coimbatore" "9842352852" "Last Updated on: 26/05/2021 08:43 AM" 24 0 6 0 0 0 30 0 "2021-05-26"
"CCC - HOTEL MAHI'S GATEWAY(VENKATESHWARA HOSPITAL)" "" "Coimbatore" "9600722590" "Last Updated on: 26/05/2021 05:41 PM" 20 20 0 0 0 0 20 20 "2021-05-26"
"CCC - HOTEL SHAKTHI , POLLACHI" "" "Coimbatore" "9443748025" "Last Updated on: 25/05/2021 10:11 AM" 107 90 3 0 0 0 110 90 "2021-05-26"
"CHO - HS Hospital" "No 19 A , HS HOSPITAL,GANDHINAGAR,KAVUNDAMPALAYAM,Coimbatore North" "Coimbatore" "9994297978 (8 AM to 10PM)04222440277 (8AM to 10PM)04222440877 (8AM to 10PM)" "Last Updated on: 26/05/2021 11:46 PM" 27 0 3 0 0 0 30 0 "2021-05-26"
"CHC - Hindustan Hospital Udayapalayam Road,Coimbatore TN." "522/3 523/3  Navaindia road,udaiyampalayam,coimbatore,Coimbatore South" "Coimbatore" "9361694429 (10.00 AM TO 6.00 PM)7339163216 (10.00 AM TO 6.00 PM)" "Last Updated on: 26/05/2021 06:10 PM" 45 0 50 0 5 0 100 0 "2021-05-26"
"CCC - Hotel Kiscol Grand " "Good shed road,Coimbatore South" "Coimbatore" "91710829379171082937" "Last Updated on: 26/05/2021 04:14 PM" 30 0 0 0 0 0 30 0 "2021-05-26"
"CHO - K.G.M HOSPITAL PVT LTD" "1/1, AVINASHI ROAD,CHINNIAMPALAYAM,Sulur" "Coimbatore" "9843027876" "Last Updated on: 26/05/2021 05:49 PM" 34 4 45 0 11 0 90 4 "2021-05-26"
"CHC - KG Hospital,Coimbatore TN." "Govt Arts College Road,Race Course Road,Coimbatore South" "Coimbatore" "04222212121" "Last Updated on: 26/05/2021 09:48 AM" 13 0 80 0 25 0 118 0 "2021-05-26"
"CHC - KG Speciality Hospital, (K.Govindhasamy Naidu Annex Hospital) Coimbatore TN." "365, KGiSl Campus, Thudiyalur Road,Saravanampatty,Coimbatore North" "Coimbatore" "04222212121" "Last Updated on: 26/05/2021 09:51 AM" 163 0 35 0 0 0 198 0 "2021-05-26"
"CHO - KJ HOSPITAL" "" "Coimbatore" "9843053255" "Last Updated on: 26/05/2021 06:25 PM" 23 2 17 0 5 0 45 2 "2021-05-26"
"CHC - KMCH Kovilampalayam Hospital, Sathy Road TN." "SATHY ROAD ,SARCARSAMAKULAM ,KOVILPALAYAM ,Annur" "Coimbatore" "8754187551" "Last Updated on: 26/05/2021 05:22 PM" 0 0 60 0 0 0 60 0 "2021-05-26"
"CHO - KOUSHIKHA HOSPITAL" "KOUSHIKHA HOSPITAL ,135-A SARADHA MILL ROAD ,SUNDARAPURAM ,Coimbatore South" "Coimbatore" "6381214596 (8.00 AM TILL 8.00 PM)" "Last Updated on: 26/05/2021 04:12 PM" 10 0 5 0 5 0 20 0 "2021-05-26"
"CCC - KOVAI COVID CARE" "Kovai covid care,CHIL SEZ Road, CHIL SEZ IT Park,Saravanampatty,Annur" "Coimbatore" "9600446600 (24 hrs)9159744677 (24 hrs)9600232224 (24 hrs )" "Last Updated on: 26/05/2021 07:04 PM" 37 2 3 0 0 0 40 2 "2021-05-26"
"CHC - KPS Hospitals (P) Ltd., Annur Road, Mettupalayam" "208 ANNUR ROAD ,METTUPALAYAM,Mettupalayam" "Coimbatore" "9655889312 (10 AM - 4 PM)9123683383" "Last Updated on: 26/05/2021 09:00 AM" 10 10 15 0 0 0 25 10 "2021-05-26"
"CHO - KR Hospital, Periyanaickenpalayam" "" "Coimbatore" "9842112408" "Last Updated on: 26/05/2021 08:54 PM" 0 0 55 0 5 0 60 0 "2021-05-26"
"CHC - KTVR GROUP HOSPITAL" "20 Narayana guru road,Saibaba colony,Coimbatore,Coimbatore North" "Coimbatore" "9442155511" "Last Updated on: 26/05/2021 06:01 PM" 10 3 25 0 5 0 40 3 "2021-05-26"
"CHC - Kalpana Medical Ctr Kavundampalayam,Coimbatore TN." "27/1, Mettupalayam Road,Kavundampalayam,Kavundampalayam,Coimbatore North" "Coimbatore" "85086555349842444972" "Last Updated on: 26/05/2021 05:21 PM" 30 0 54 0 6 0 90 0 "2021-05-26"
"ICCC - Kanchampatti" "" "Coimbatore" "9999" "Last Updated on: 25/05/2021 06:02 PM" 30 30 0 0 0 0 30 30 "2021-05-26"
"ICCC - Karamadai" "" "Coimbatore" "9999" "Last Updated on: 26/05/2021 04:25 PM" 20 14 0 0 0 0 20 14 "2021-05-26"
"CHC - Karpagam Hospital Mandapam,Coimbatore TN." "Pollachi main road,Othakalmandapam,MADUKARAI" "Coimbatore" "9566760490" "Last Updated on: 26/05/2021 04:11 PM" 269 65 45 2 11 0 325 67 "2021-05-26"
"CCC - Karunya College Mathampalayam" "METTUPALAYAM ROAD, MATHAMPALAYAM,BILLICHI,Coimbatore North" "Coimbatore" "9597987314" "Last Updated on: 26/05/2021 09:20 PM" 573 4 3 0 0 0 576 4 "2021-05-26"
"CHC - Kongunad Hospital,Coimbatore TN." "116,117 11th Street,Tatabad,Gandhipuram,Coimbatore North" "Coimbatore" "7094316000 (8.00 Am to 8.00 PM)04224316000 (8.00 Am to 8.00Am)" "Last Updated on: 26/05/2021 04:00 PM" 70 0 165 0 15 0 250 0 "2021-05-26"
"CHO - Kongunad Kidney centre, Coimbatore " "206,207, 11th Street,Tatabad, Coimbatore, Tamilnadu,Gandhipuram,Coimbatore North" "Coimbatore" "7358841555 (8.00 Am to 8.00 AM)7358841666 (8.00 AM to 8 AM )" "Last Updated on: 26/05/2021 04:52 PM" 8 0 6 0 2 0 16 0 "2021-05-26"
"CHC - Kovai Medical Center and Hospital,Coimbatore TN." "99 AVINASHI ROAD,Coimbatore North" "Coimbatore" "9600400451" "Last Updated on: 26/05/2021 04:07 PM" 224 0 217 0 55 0 496 0 "2021-05-26"
"CHC - Kumaran MedicalCentre,Kurumbapalyam,Coimbatore TN." "499/500 ,,Sathy Road,,Kurumbapalayam,,Annur" "Coimbatore" "9344022222" "Last Updated on: 26/05/2021 07:19 PM" 20 0 50 0 10 0 80 0 "2021-05-26"
"CHC - L&L POLYCLINIC-MALUMICHAMPATTI" "" "Coimbatore" "7094042372" "Last Updated on: 26/05/2021 03:26 PM" 0 0 13 0 0 0 13 0 "2021-05-26"
" CHC - MASONIC MEDICAL CENTRE FOR CHILDREN (ADMISSION ONLY FOR CHILDREN BELOW 18 YEARS குழந்தைகளுக்கு  மட்டும்)" "232 RACE COURSE,Coimbatore North" "Coimbatore" "9865903045" "Last Updated on: 26/05/2021 06:57 PM" 0 0 25 20 0 0 25 20 "2021-05-26"
"CHO - MOWTHI NURSING HOME P LTD " "" "Coimbatore" "8248239863" "Last Updated on: 26/05/2021 06:37 PM" 8 0 7 0 0 0 15 0 "2021-05-26"
"CHC - MRS HOSPITAL" "" "Coimbatore" "7010437581" "Last Updated on: 26/05/2021 04:25 PM" 30 5 8 0 0 0 38 5 "2021-05-26"
"CHC - Manu Hospital" "Manu Hospital,,#1,Paari Nagar, Sungam bypass road,,Coimbatore South" "Coimbatore" "9790075128" "Last Updated on: 26/05/2021 04:56 PM" 0 0 30 0 6 0 36 0 "2021-05-26"
"CHC - Mettupalayam GH" "120,\"Ooty Road, Mettupalayam\",Mettupalayam,Mettupalayam" "Coimbatore" "6374712601" "Last Updated on: 26/05/2021 10:11 AM" 68 8 10 0 2 0 80 8 "2021-05-26"
"CHC - N.M.Hospital, Coimbatore TN." "253,KOVAI ROAD,ANNUR,ANNUR,Annur" "Coimbatore" "9944376111" "Last Updated on: 26/05/2021 06:44 PM" 33 0 40 0 12 0 85 0 "2021-05-26"
"CHC - NG HOSPITAL (P) LTD AND RESEARCH CENTRE" "577 TRICHY ROAD,SINGANALLUR,SINGANALLUR,Coimbatore South" "Coimbatore" "9843455564" "Last Updated on: 26/05/2021 09:24 AM" 40 0 73 0 27 0 140 0 "2021-05-26"
"CHC - NRP Hospitals," "1./LIC AGENT COLONY,,SUNDARAPURAM,Coimbatore South" "Coimbatore" "9791955355" "Last Updated on: 26/05/2021 06:03 PM" 3 0 5 0 7 0 15 0 "2021-05-26"
"ICCC - Nallatipalayam" "" "Coimbatore" "9999" "Last Updated on: 26/05/2021 04:40 PM" 15 8 0 0 0 0 15 8 "2021-05-26"
"ICCC - Negamum" "" "Coimbatore" "9999" "Last Updated on: 26/05/2021 08:20 PM" 16 3 0 0 0 0 16 3 "2021-05-26"
"CHC - One Care Medical Centre, Coimbatore TN." "61 NSR ROAD,SAIBABA COLONY,Coimbatore North" "Coimbatore" "989495599072007020009894536036" "Last Updated on: 26/05/2021 06:28 PM" 0 0 41 0 17 0 58 0 "2021-05-26"
"CCC - PA College, Pollachi" "Puliyampatty,Pollachi" "Coimbatore" "9360484201" "Last Updated on: 26/05/2021 08:10 PM" 140 73 0 0 0 0 140 73 "2021-05-26"
"CHC - PILLS HOSPITAL" "" "Coimbatore" "8903130744" "Last Updated on: 26/05/2021 03:37 PM" 15 2 5 0 0 0 20 2 "2021-05-26"
"CCC - PIONEER HOTEL " "Stay inn hotel, Hope college signal, Peelamedu,hope college, Peelamedu,Coimbatore South" "Coimbatore" "8903285774" "Last Updated on: 26/05/2021 06:58 PM" 20 11 5 0 0 0 25 11 "2021-05-26"
"CHC - PSG Hospitals,Coimbatore TN." "AVINASHI ROAD,PEELAMEDU,PEELAMEDU,Coimbatore South" "Coimbatore" "9894798896" "Last Updated on: 26/05/2021 08:12 AM" 245 15 180 0 45 0 470 15 "2021-05-26"
"ICCC - Periapodu" "PERIYAPODHU,PERIYAPODHU,VALANTHAYAMARAM,Anaimalai" "Coimbatore" "8825582144" "Last Updated on: 26/05/2021 10:01 AM" 20 20 0 0 0 0 20 20 "2021-05-26"
"ICCC - Pogalur" "" "Coimbatore" "9999" "Last Updated on: 25/05/2021 05:54 PM" 0 0 0 0 0 0 0 0 "2021-05-26"
"CHO - Pollachi District Headquarters Hospital" "Govt. Hospital  Pollachi,Udumalpet Road,Pollachi" "Coimbatore" "8925304436" "Last Updated on: 26/05/2021 04:16 PM" 0 0 190 14 10 0 200 14 "2021-05-26"
"ICCC - Puluvapatti" "" "Coimbatore" "9999" "Last Updated on: 26/05/2021 10:11 AM" 30 10 0 0 0 0 30 10 "2021-05-26"
"CCC - RADISON BLU HOTEL (NG HOSPITAL)" "" "Coimbatore" "9843455564" "Last Updated on: 26/05/2021 07:37 PM" 37 37 0 0 0 0 37 37 "2021-05-26"
"CHC - RICHMOND HOSPITAL" "1287 TRICHY ROAD,Coimbatore South" "Coimbatore" "9865533000" "Last Updated on: 26/05/2021 04:06 PM" 13 3 8 1 4 0 25 4 "2021-05-26"
"CHC - Royal Care Hospitals CITY UNIT" "372F, Dr. Nanjappa Road Near Signal, Park Gate Road, ATT Colony, Coimbatore, Tamil Nadu 641018,Coimbatore North" "Coimbatore" "7502399666" "Last Updated on: 26/05/2021 04:07 PM" 0 0 11 0 0 0 11 0 "2021-05-26"
"CHC - Royal Care Super Specialty Hospital,Coimbatore TN." "1/520, L & T Bye Pass Road, Coimbatore, Tamil Nadu 641062,Sulur" "Coimbatore" "7397769343" "Last Updated on: 26/05/2021 04:07 PM" 0 0 142 0 18 0 160 0 "2021-05-26"
"ICCC - S.S.Kulam" "" "Coimbatore" "9999" "Last Updated on: 25/05/2021 06:10 PM" 30 30 0 0 0 0 30 30 "2021-05-26"
"CHC - SENTHIL HOSPITAL LLP" "8/1 ,R.R.Layout ,R.s.puram ,Coimbatore South" "Coimbatore" "9944441480" "Last Updated on: 26/05/2021 12:18 AM" 18 0 11 0 0 0 29 0 "2021-05-26"
"CHC - SMF Hospital-Annur" "15 A, KOVAI MAIN ROAD,,OPP.POLICE STATION,,ANNUR - 641653,Annur" "Coimbatore" "8526780016" "Last Updated on: 26/05/2021 05:32 PM" 20 0 15 0 5 0 40 0 "2021-05-26"
"CHC - SRE ISHWARRYA HOSPITAL" "No.293, DB ROAD,RS PURAM,RS PURAM,Coimbatore North" "Coimbatore" "7708599917" "Last Updated on: 26/05/2021 06:35 PM" 0 0 6 0 0 0 6 0 "2021-05-26"
"CHO - SRI LAKSHMI MEDICAL CENTRE AND HOSPITAL" "18/121, Mettupalayam Road, Behind indian bank,Coimbatore North" "Coimbatore" "9943986147" "Last Updated on: 26/05/2021 07:18 PM" 0 0 1 0 6 0 7 0 "2021-05-26"
"CHO - Saraswathi Hospital, Chinthamanipudur" "153, Trichy road,,Sulur" "Coimbatore" "7395836584" "Last Updated on: 26/05/2021 04:22 PM" 32 0 18 0 0 0 50 0 "2021-05-26"
"CHC - Sathya Medical Center, Coimbatore TN." "58-68 Tatabad first Street,Sivanandha colony Coimbatore,Sivanandha colony,Coimbatore North" "Coimbatore" "9994499585" "Last Updated on: 26/05/2021 04:13 PM" 15 0 10 0 5 0 30 0 "2021-05-26"
"CHO - Seesha Karunya Community Hospital, Karunya Nagar" "" "Coimbatore" "9500127275" "Last Updated on: 26/05/2021 04:42 PM" 15 0 0 0 0 0 15 0 "2021-05-26"
"CHO - Shree Sivaa Hospital Pvt. Ltd," "61, ATHIAPALAYAM PRIVU, GANAPATHY,Sathy Main Road,GANAPATHY,Coimbatore North" "Coimbatore" "9362373344 (10.00 AM To 8.00 PM)9025077355 (8.00 PM To 10.00 AM)" "Last Updated on: 26/05/2021 04:44 PM" 58 18 32 0 6 0 96 18 "2021-05-26"
"ICCC - Somanur" "Primary health Centre somanur,Sulur" "Coimbatore" "9994564964" "Last Updated on: 26/05/2021 04:29 PM" 15 12 0 0 0 0 15 12 "2021-05-26"
"CHO - Sowmiya hospital" "Kannarpalayam,karmadai,Mettupalayam" "Coimbatore" "8523998673" "Last Updated on: 26/05/2021 02:05 PM" 14 2 10 0 0 0 24 2 "2021-05-26"
"CHC - Sree Abirami Hospital, Coimbatore TN." "33,Madukkarai Road,Sundarapuram,Sundarapuram,Coimbatore South" "Coimbatore" "9952200057" "Last Updated on: 26/05/2021 05:26 PM" 15 0 45 0 15 0 75 0 "2021-05-26"
"CHC - Sri Balaji Hospital, Sundarapuram" "" "Coimbatore" "9894195561" "Last Updated on: 26/05/2021 04:28 PM" 0 0 50 0 0 0 50 0 "2021-05-26"
"CHC - Sri Ramakrishna Hospital,Coimbatore TN." "Sarojini Naidu road,Siddhapudur,Coimbatore,Coimbatore North" "Coimbatore" "9384084606 (8.OOAM To 8.OO AM)9384086458 (9.00AM TO 6.00PM)9003158866 (8.00AM TO 4.00PM)" "Last Updated on: 26/05/2021 05:15 PM" 57 4 190 0 5 0 252 4 "2021-05-26"
"CCC - Srinivasa Kalayana Mandapam" "" "Coimbatore" "9443139436" "Last Updated on: 26/05/2021 08:20 PM" 50 24 0 0 0 0 50 24 "2021-05-26"
"CCC - Swasam covid specialty centre-hotel annamalai(sowmiya hospital)" "annamalai hotel , opp to coimbatore railway station,Coimbatore South" "Coimbatore" "9894634431" "Last Updated on: 26/05/2021 04:34 PM" 10 2 20 1 0 0 30 3 "2021-05-26"
"CHC - SRM Hospital Pvt. Ltd., West Mambalam" "NO 68,THAMBIAH ROAD,,WEST MAMBALAM,Mambalam" "Chennai" "9841020713 (8AM-8PM)9841020713 (8pm-8am)" "Last Updated on: 26/05/2021 09:39 AM" 14 10 6 4 0 0 20 14 "2021-05-26"
"CHO - STANLEY  MEDICAL COLLEGE" "305,OSH Road,Royapuram,Tondiarpet" "Chennai" "76539377158015020504" "Last Updated on: 26/05/2021 08:50 PM" 450 179 1400 32 150 0 2000 211 "2021-05-26"
"CHC - SUDHA HOSPITAL" "51/18 ADAM SAHIB STREET, PUMPING STATION ROAD, ROYAPURAM,Royapuram,Tondiarpet" "Chennai" "9940532848" "Last Updated on: 26/05/2021 03:21 PM" 0 0 10 0 2 0 12 0 "2021-05-26"
"CHC - SUGAN MATERNITY HOSPITAL" "SUGAN MATERNITY HOSPITAL,2/365 A , PANDIAN SALAI ,NEELANKARAI ,Sholinganallur" "Chennai" "8838925613" "Last Updated on: 26/05/2021 01:11 PM" 3 2 15 6 2 0 20 8 "2021-05-26"
"CHC - Sakthi Hospital and Research Centre, Triplicane" "175, Big Street, Triplicane, Chennai, Tamil Nadu 600005,Triplicane,Mylapore" "Chennai" "9790932323 (10:30-17:30)9840264444 (24*7)" "Last Updated on: 26/05/2021 04:49 PM" 46 15 26 0 8 0 80 15 "2021-05-26"
"CHO - Sanjana Speciality Hospital, Tondiarpet*" "542/1, (622/1) ,T.H Road,Tondiarpet,Tondiarpet" "Chennai" "904336555004443565901 (4.00 pm to 9.00 pm)" "Last Updated on: 26/05/2021 03:15 PM" 11 5 3 0 1 0 15 5 "2021-05-26"
"CHC - Saraswathy Multi Speciality Hospitals, Madipakkam" "madipakkam,Sholinganallur" "Chennai" "9790785916" "Last Updated on: 26/05/2021 05:14 PM" 20 10 40 8 45 6 105 24 "2021-05-26"
"CHO - Sathiya Hospital, Kolathur," "No.32, Ganapathi nagar, Kadappa Rd, ,Teachers's Colony,Kolathur,Ambattur" "Chennai" "8610191198" "Last Updated on: 26/05/2021 07:25 PM" 5 2 6 6 8 0 19 8 "2021-05-26"
"CHC - Sen Hospital" "perambur,Perambur" "Chennai" "9600899382" "Last Updated on: 26/05/2021 09:26 AM" 0 0 24 11 6 2 30 13 "2021-05-26"
"CHC - Senthil Priya Hospital, Kodungaiyur" "5C/3,5C/4,sidco main road, KKD Nagar,Kodungaiyur,Kodungaiyur,Perambur" "Chennai" "9360555738 (24 hrs)" "Last Updated on: 26/05/2021 05:15 PM" 0 0 14 6 0 0 14 6 "2021-05-26"
"CHC - Shaarave Multispeciality Hospital, Sowcarpet" "Sowcarpet,Pursawalkam" "Chennai" "9380570712" "Last Updated on: 26/05/2021 07:51 AM" 0 0 8 0 4 0 12 0 "2021-05-26"
"CHC - Shanmugam Multispeciality Hospital, Royapuram" "14, East Madha Church Street, Pudumanaikuppam, Royapuram, Chennai, Tamil Nadu 600013,Royapuram,Tondiarpet" "Chennai" "04425902425" "Last Updated on: 25/05/2021 04:33 PM" 0 0 7 0 3 0 10 0 "2021-05-26"
"CHC - Shens Hospital, Ashok Nagar" "" "Chennai" "9600019320" "Last Updated on: 26/05/2021 05:41 PM" 9 0 5 0 1 0 15 0 "2021-05-26"
"CHC - Shri Tanishq Nakshatra Multi Speciality Hospitals, Chennai" "" "Chennai" "9999" "Last Updated on: 26/05/2021 09:28 PM" 3 1 7 1 0 0 10 2 "2021-05-26"
"CHO - Sims (Srm Institutes For Medical Science Hospital) Nungumbakkam" "" "Chennai" "7339355444" "Last Updated on: 26/05/2021 04:14 PM" 27 0 40 0 8 0 75 0 "2021-05-26"
"CHC - Singhvi Health Center, Mint Street*" "127, MINT STREET,SOWCARPET,Tondiarpet" "Chennai" "04425291012" "Last Updated on: 26/05/2021 01:05 PM" 5 0 15 0 0 0 20 0 "2021-05-26"
"CHC - Sivam Hospitals," "Ullagaram,Alandur" "Chennai" "97878598417010776495" "Last Updated on: 26/05/2021 08:27 AM" 10 5 10 7 5 0 25 12 "2021-05-26"
"CHC - Sooriya Hospital, Saligramam" "No.1, Arunachalam Rd, Velayutham Colony, Saligramam, Chennai, Tamil Nadu 600093,Velayutham Colony ,,Saligramam ,Mambalam" "Chennai" "9500085477 (9.00 AM to 5 PM )" "Last Updated on: 26/05/2021 04:51 PM" 0 0 61 0 14 0 75 0 "2021-05-26"
"CHC - Southern Railway Hospital, New hospital complex, Ayanavaram" "constable road,ayanavaram,Ayanavaram" "Chennai" "934493180390743748419003160546" "Last Updated on: 26/05/2021 09:39 AM" 49 0 182 0 49 0 280 0 "2021-05-26"
"CHC - Sri Balaji Hospital, Guindy" "Guindy" "Chennai" "7550052552" "Last Updated on: 26/05/2021 09:30 AM" 0 0 12 0 7 0 19 0 "2021-05-26"
"CHC - Sri Chakra Multispecialty Hospital,Nanganallur" "" "Chennai" "9840499511" "Last Updated on: 26/05/2021 05:20 PM" 10 2 15 0 5 0 30 2 "2021-05-26"
"CHC - Sri Devi Hospitals, Anna Nagar" "1620A 16TH MAIN ROAD ANNA NAGAR CHENNAI-40,Aminjikarai" "Chennai" "9600033054" "Last Updated on: 26/05/2021 07:34 PM" 6 2 26 8 10 0 42 10 "2021-05-26"
"CHC - Sri Esodha Hospital, Ayanavaram" "46, KONNUR HIGH ROAD,Ayanavaram,Noor hotel,Ayanavaram" "Chennai" "9840213544 (All time)9500048377 (All time)" "Last Updated on: 26/05/2021 06:00 PM" 7 3 12 3 1 0 20 6 "2021-05-26"
"CHC - Sri Hospitals, Tondiarpet" "32 VARADHARAJA PERUMAL KOIL STREET,TONDIARPET,Tondiarpet" "Chennai" "8825727230 (10.00AM TO 6.00PM)" "Last Updated on: 26/05/2021 12:56 AM" 5 0 10 0 5 0 20 0 "2021-05-26"
"CHC - Sri Kumaran Hospital, Mylapore" "" "Chennai" "9150368666" "Last Updated on: 26/05/2021 03:04 PM" 4 3 3 3 3 1 10 7 "2021-05-26"
"CHC - Sri Lakshmi Clinic and Maternity Centre, Purasawalkam" "20A TANA STREET,PURASAWAKKAM,PURASAWAKKAM,Pursawalkam" "Chennai" "9952900795" "Last Updated on: 26/05/2021 08:48 PM" 0 0 14 1 4 0 18 1 "2021-05-26"
"CHC - Sri Narayana Medical Centre, Ambattur" "" "Chennai" "9999" "Last Updated on: 26/05/2021 09:41 AM" 0 0 12 3 0 0 12 3 "2021-05-26"
"CHC - Sri Singhvi Health Centre, Purasaivakkam" "" "Chennai" "74189790919087073698" "Last Updated on: 26/05/2021 05:35 PM" 5 0 20 0 0 0 25 0 "2021-05-26"
